decision_id,portfolio_rank,failure_id,customer_id,subscription_id,amount,failure_reason,behavior_profile,candidate_action,estimated_recovery_probability,expected_gross_recovery,intervention_cost,expected_net_recovery,decision_status,decision_reason,execution_status
DEC_000011,11,FAIL_000445,CUST_0169,SUB_0169,14872.16,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7911660629728501,11766.348275102302,3.0,11763.348275102302,RECOMMEND,The payment encountered a transaction-limit constraint. The customer is a high-value loyal customer. The payment has high revenue exposure. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 79.12%.,PENDING
DEC_000012,12,FAIL_000448,CUST_0171,SUB_0171,14917.0,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.7779407093694058,11604.541561663427,3.0,11601.541561663427,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 77.79%.,PENDING
DEC_000013,13,FAIL_001267,CUST_0487,SUB_0487,15000.0,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.7505074661354796,11257.611992032194,3.0,11254.611992032194,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 75.05%.,PENDING
DEC_000014,14,FAIL_002438,CUST_0888,SUB_0888,14993.1,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.7120931947275058,10676.484477868968,2.0,10674.484477868968,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 71.21%.,PENDING
DEC_000015,15,FAIL_002441,CUST_0888,SUB_0888,14993.1,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.7120931947275058,10676.484477868968,2.0,10674.484477868968,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 71.21%.,PENDING
DEC_000016,16,FAIL_000543,CUST_0214,SUB_0214,12636.68,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.8325255972790981,10520.359564624834,2.0,10518.359564624834,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 83.25%.,PENDING
DEC_000017,17,FAIL_000323,CUST_0128,SUB_0128,14456.27,AUTHENTICATION_FAILED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.7198132172981075,10405.814218830114,3.0,10402.814218830114,RECOMMEND,The payment requires successful authentication before recovery can complete. The customer is a high-value loyal customer. The payment has high revenue exposure. Updating the payment method provides an alternative payment path. The estimated recovery probability is 71.98%.,PENDING
DEC_000018,18,FAIL_000172,CUST_0070,SUB_0070,11107.73,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.9187893554892383,10205.664087648478,2.0,10203.664087648478,RECOMMEND,The failure is consistent with a transient payment/network issue. The customer is a high-value loyal customer. The payment has high revenue exposure. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 91.88%.,PENDING
DEC_000019,19,FAIL_000318,CUST_0125,SUB_0125,10848.47,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.9062040425790188,9830.927369797206,2.0,9828.927369797206,RECOMMEND,The failure is consistent with a transient payment/network issue. The customer is a high-value loyal customer. The payment has high revenue exposure. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 90.62%.,PENDING
DEC_000020,20,FAIL_001553,CUST_0610,SUB_0610,11684.35,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.832889192416069,9731.768835406696,2.0,9729.768835406696,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 83.29%.,PENDING
DEC_000021,21,FAIL_001555,CUST_0610,SUB_0610,11684.35,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.832889192416069,9731.768835406696,2.0,9729.768835406696,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 83.29%.,PENDING
DEC_000022,22,FAIL_001557,CUST_0610,SUB_0610,11684.35,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.832889192416069,9731.768835406696,2.0,9729.768835406696,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 83.29%.,PENDING
DEC_000023,23,FAIL_001530,CUST_0597,SUB_0597,12778.74,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.73913010407715,9445.15142617484,3.0,9442.15142617484,RECOMMEND,The payment encountered a transaction-limit constraint. The customer is a high-value loyal customer. The payment has high revenue exposure. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 73.91%.,PENDING
DEC_000024,24,FAIL_000837,CUST_0348,SUB_0348,10125.65,NETWORK_ERROR,high_value_loyal,RETRY_NOW,0.8931481474001279,9043.705538722104,2.0,9041.705538722104,RECOMMEND,The failure is consistent with a transient payment/network issue. The customer is a high-value loyal customer. The payment has high revenue exposure. A direct retry is the selected recovery intervention. The estimated recovery probability is 89.31%.,PENDING
DEC_000025,25,FAIL_000242,CUST_0103,SUB_0103,10145.96,NETWORK_ERROR,high_value_loyal,RETRY_NOW,0.8762212271739539,8890.10552205785,2.0,8888.10552205785,RECOMMEND,The failure is consistent with a transient payment/network issue. The customer is a high-value loyal customer. The payment has high revenue exposure. A direct retry is the selected recovery intervention. The estimated recovery probability is 87.62%.,PENDING
DEC_000026,26,FAIL_001621,CUST_0635,SUB_0635,13569.88,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.6257200245772141,8490.945647109846,3.0,8487.945647109846,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 62.57%.,PENDING
DEC_000027,27,FAIL_002695,CUST_0967,SUB_0967,10771.74,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.7661192547488221,8252.437421148077,2.0,8250.437421148077,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 76.61%.,PENDING
DEC_000028,28,FAIL_000575,CUST_0227,SUB_0227,9730.73,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.8415486601585237,8188.882793864351,3.0,8185.882793864351,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 84.15%.,PENDING
DEC_000029,29,FAIL_000542,CUST_0214,SUB_0214,12636.68,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.6262659914794235,7913.922929208202,3.0,7910.922929208202,RECOMMEND,The payment encountered a transaction-limit constraint. The customer is a high-value loyal customer. The payment has high revenue exposure. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 62.63%.,PENDING
DEC_000030,30,FAIL_001373,CUST_0535,SUB_0535,11601.39,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.6718193588849363,7794.038391974111,2.0,7792.038391974111,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 67.18%.,PENDING
DEC_000031,31,FAIL_001272,CUST_0489,SUB_0489,8583.5,NETWORK_ERROR,high_value_loyal,WAIT_AND_RETRY,0.9053226377459116,7770.836861092031,2.0,7768.836861092031,RECOMMEND,The failure is consistent with a transient payment/network issue. The customer is a high-value loyal customer. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 90.53%.,PENDING
DEC_000032,32,FAIL_002339,CUST_0863,SUB_0863,9301.15,AUTHENTICATION_FAILED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.8274778970121329,7696.496041794399,3.0,7693.496041794399,RECOMMEND,The payment requires successful authentication before recovery can complete. The customer is a high-value loyal customer. Updating the payment method provides an alternative payment path. The estimated recovery probability is 82.75%.,PENDING
DEC_000033,33,FAIL_000087,CUST_0032,SUB_0032,10611.56,LIMIT_EXCEEDED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.7197579988945391,7637.755190749334,3.0,7634.755190749334,RECOMMEND,The payment encountered a transaction-limit constraint. The customer is a high-value loyal customer. The payment has high revenue exposure. Updating the payment method provides an alternative payment path. The estimated recovery probability is 71.98%.,PENDING
DEC_000034,34,FAIL_001718,CUST_0662,SUB_0662,8298.83,NETWORK_ERROR,high_value_loyal,RETRY_NOW,0.8979315801311331,7451.781535139651,2.0,7449.781535139651,RECOMMEND,The failure is consistent with a transient payment/network issue. The customer is a high-value loyal customer. A direct retry is the selected recovery intervention. The estimated recovery probability is 89.79%.,PENDING
DEC_000035,35,FAIL_002215,CUST_0825,SUB_0825,8971.98,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.8276411930749904,7425.580231444952,3.0,7422.580231444952,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 82.76%.,PENDING
DEC_000036,36,FAIL_000419,CUST_0161,SUB_0161,9716.42,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7622497895677913,7406.339100352279,3.0,7403.339100352279,RECOMMEND,The payment encountered a transaction-limit constraint. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 76.22%.,PENDING
DEC_000037,37,FAIL_001456,CUST_0572,SUB_0572,12441.81,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.5775189153601017,7185.380616316466,3.0,7182.380616316466,RECOMMEND,The payment encountered a transaction-limit constraint. The customer is a high-value loyal customer. The payment has high revenue exposure. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 57.75%.,PENDING
DEC_000038,38,FAIL_000834,CUST_0348,SUB_0348,10125.65,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.6919986758112654,7006.936391728339,3.0,7003.936391728339,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 69.20%.,PENDING
DEC_000039,39,FAIL_000097,CUST_0037,SUB_0037,9606.42,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7167137909072376,6885.053695247106,3.0,6882.053695247106,RECOMMEND,The payment encountered a transaction-limit constraint. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 71.67%.,PENDING
DEC_000040,40,FAIL_002436,CUST_0887,SUB_0887,8464.41,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.8097832181648478,6854.337169666719,3.0,6851.337169666719,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 80.98%.,PENDING
DEC_000041,41,FAIL_001361,CUST_0532,SUB_0532,8636.92,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.7843994867912768,6774.795615457315,3.0,6771.795615457315,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 78.44%.,PENDING
DEC_000042,42,FAIL_000007,CUST_0008,SUB_0008,11574.78,LIMIT_EXCEEDED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.5779330352047651,6689.447737227411,3.0,6686.447737227411,RECOMMEND,The payment encountered a transaction-limit constraint. The customer is a high-value loyal customer. The payment has high revenue exposure. Updating the payment method provides an alternative payment path. The estimated recovery probability is 57.79%.,PENDING
DEC_000043,43,FAIL_002197,CUST_0816,SUB_0816,9124.45,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.7120731237596143,6497.275614088413,3.0,6494.275614088413,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 71.21%.,PENDING
DEC_000044,44,FAIL_000726,CUST_0299,SUB_0299,8559.42,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7471198776136792,6394.912822844078,3.0,6391.912822844078,RECOMMEND,The payment encountered a transaction-limit constraint. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 74.71%.,PENDING
DEC_000045,45,FAIL_000865,CUST_0356,SUB_0356,8418.6,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.7589637588232157,6389.412300029124,2.0,6387.412300029124,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 75.90%.,PENDING
DEC_000046,46,FAIL_001719,CUST_0662,SUB_0662,8298.83,AUTHENTICATION_FAILED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.7318351985149965,6073.375900492208,3.0,6070.375900492208,RECOMMEND,The payment requires successful authentication before recovery can complete. The customer is a high-value loyal customer. Updating the payment method provides an alternative payment path. The estimated recovery probability is 73.18%.,PENDING
DEC_000047,47,FAIL_000996,CUST_0400,SUB_0400,7063.31,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.856704034151391,6051.166171461861,3.0,6048.166171461861,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 85.67%.,PENDING
DEC_000048,48,FAIL_002206,CUST_0823,SUB_0823,10550.69,BANK_DECLINED,high_value_loyal,SEND_REMINDER,0.5721887453084253,6036.98607323815,1.0,6035.98607323815,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. The payment has high revenue exposure. A reminder is selected as a lower-friction recovery intervention. The estimated recovery probability is 57.22%.,PENDING
DEC_000049,49,FAIL_000868,CUST_0356,SUB_0356,8418.6,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.7157191340953456,6025.3531022950765,3.0,6022.3531022950765,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 71.57%.,PENDING
DEC_000050,50,FAIL_001409,CUST_0550,SUB_0550,7064.05,INSUFFICIENT_FUNDS,high_value_loyal,PAYMENT_LINK,0.7803604739573914,5512.505406058711,3.0,5509.505406058711,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 78.04%.,PENDING
DEC_000051,51,FAIL_000547,CUST_0215,SUB_0215,7312.97,LIMIT_EXCEEDED,high_value_loyal,PAYMENT_LINK,0.7381463121643156,5398.041836468276,3.0,5395.041836468276,RECOMMEND,The payment encountered a transaction-limit constraint. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 73.81%.,PENDING
DEC_000052,52,FAIL_002499,CUST_0903,SUB_0903,5512.84,CARD_EXPIRED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.939083649416764,5177.017905850714,3.0,5174.017905850714,RECOMMEND,The payment method appears unsuitable for another direct retry. The customer is a high-value loyal customer. Updating the payment method provides an alternative payment path. The estimated recovery probability is 93.91%.,PENDING
DEC_000053,53,FAIL_000981,CUST_0396,SUB_0396,5752.09,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.7873062037211813,4528.6561413625695,2.0,4526.6561413625695,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 78.73%.,PENDING
DEC_000054,54,FAIL_000048,CUST_0021,SUB_0021,7397.62,BANK_DECLINED,high_value_loyal,UPDATE_PAYMENT_METHOD,0.5854985057169223,4331.295455861618,3.0,4328.295455861618,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. Updating the payment method provides an alternative payment path. The estimated recovery probability is 58.55%.,PENDING
DEC_000055,55,FAIL_000980,CUST_0396,SUB_0396,5752.09,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.7371012407835277,4239.872676098522,3.0,4236.872676098522,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 73.71%.,PENDING
DEC_000056,56,FAIL_002772,CUST_0993,SUB_0993,6771.64,BANK_DECLINED,high_value_loyal,PAYMENT_LINK,0.5871089118229696,3975.690191656896,3.0,3972.690191656896,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 58.71%.,PENDING
DEC_000057,57,FAIL_002501,CUST_0904,SUB_0904,3422.48,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.8930571413434154,3056.470205105012,3.0,3053.470205105012,RECOMMEND,The payment method appears unsuitable for another direct retry. Updating the payment method provides an alternative payment path. The estimated recovery probability is 89.31%.,PENDING
DEC_000058,58,FAIL_002260,CUST_0842,SUB_0842,5745.9,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.5284431118472696,3036.381276363226,2.0,3034.381276363226,RECOMMEND,The issuing bank declined the payment. The customer is a high-value loyal customer. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 52.84%.,PENDING
DEC_000059,59,FAIL_001141,CUST_0458,SUB_0458,3086.94,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.8692507260901022,2683.3248363965804,3.0,2680.3248363965804,RECOMMEND,The payment method appears unsuitable for another direct retry. Updating the payment method provides an alternative payment path. The estimated recovery probability is 86.93%.,PENDING
DEC_000060,60,FAIL_001329,CUST_0512,SUB_0512,2720.0,CARD_EXPIRED,reliable,UPDATE_PAYMENT_METHOD,0.895290225290505,2435.1894127901733,3.0,2432.1894127901733,RECOMMEND,The payment method appears unsuitable for another direct retry. The customer has historically reliable payment behavior. Updating the payment method provides an alternative payment path. The estimated recovery probability is 89.53%.,PENDING
DEC_000061,61,FAIL_001240,CUST_0481,SUB_0481,3208.7,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.7478391598133202,2399.5915120930003,2.0,2397.5915120930003,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer is a high-value loyal customer. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 74.78%.,PENDING
DEC_000062,62,FAIL_001144,CUST_0458,SUB_0458,3086.94,BANK_DECLINED,normal,PAYMENT_LINK,0.7446567302367028,2298.7106468368875,3.0,2295.7106468368875,RECOMMEND,The issuing bank declined the payment. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 74.47%.,PENDING
DEC_000063,63,FAIL_001169,CUST_0467,SUB_0467,2634.12,INSUFFICIENT_FUNDS,reliable,WAIT_AND_RETRY,0.8549244457476503,2251.9735810328,2.0,2249.9735810328,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer has historically reliable payment behavior. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 85.49%.,PENDING
DEC_000064,64,FAIL_002473,CUST_0893,SUB_0893,2414.17,NETWORK_ERROR,normal,RETRY_NOW,0.9057775449188916,2186.700975616841,2.0,2184.700975616841,RECOMMEND,The failure is consistent with a transient payment/network issue. A direct retry is the selected recovery intervention. The estimated recovery probability is 90.58%.,PENDING
DEC_000065,65,FAIL_001140,CUST_0458,SUB_0458,3086.94,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,0.7015912745822832,2165.770169159033,3.0,2162.770169159033,RECOMMEND,The failure indicates insufficient available funds at the time of payment. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 70.16%.,PENDING
DEC_000066,66,FAIL_001142,CUST_0458,SUB_0458,3086.94,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,0.7015912745822832,2165.770169159033,3.0,2162.770169159033,RECOMMEND,The failure indicates insufficient available funds at the time of payment. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 70.16%.,PENDING
DEC_000067,67,FAIL_001354,CUST_0530,SUB_0530,2315.15,CARD_EXPIRED,normal,UPDATE_PAYMENT_METHOD,0.9209056911204484,2132.034810797506,3.0,2129.034810797506,RECOMMEND,The payment method appears unsuitable for another direct retry. Updating the payment method provides an alternative payment path. The estimated recovery probability is 92.09%.,PENDING
DEC_000068,68,FAIL_000188,CUST_0079,SUB_0079,2676.77,INSUFFICIENT_FUNDS,normal,PAYMENT_LINK,0.7631755891241059,2042.845521699733,3.0,2039.845521699733,RECOMMEND,The failure indicates insufficient available funds at the time of payment. A payment link provides an alternative path for the customer to complete payment. The estimated recovery probability is 76.32%.,PENDING
DEC_000069,69,FAIL_001062,CUST_0430,SUB_0430,2619.41,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.7617346027528056,1995.2952357967265,2.0,1993.2952357967265,RECOMMEND,The failure indicates insufficient available funds at the time of payment. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 76.17%.,PENDING
DEC_000070,70,FAIL_001577,CUST_0625,SUB_0625,2210.87,NETWORK_ERROR,friction_prone,RETRY_NOW,0.8980268632502906,1985.4206511541693,2.0,1983.4206511541693,RECOMMEND,The failure is consistent with a transient payment/network issue. The customer has a history of payment friction. A direct retry is the selected recovery intervention. The estimated recovery probability is 89.80%.,PENDING
DEC_000071,71,FAIL_000009,CUST_0009,SUB_0009,2904.8,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.6787439791535979,1971.6155106453712,2.0,1969.6155106453712,RECOMMEND,The issuing bank declined the payment. The customer has historically reliable payment behavior. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 67.87%.,PENDING
DEC_000072,72,FAIL_000414,CUST_0158,SUB_0158,2492.3,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.7716332634123798,1923.1415824026744,2.0,1921.1415824026744,RECOMMEND,The failure indicates insufficient available funds at the time of payment. The customer has a history of payment friction. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 77.16%.,PENDING
DEC_000073,73,FAIL_002233,CUST_0832,SUB_0832,2452.06,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.730137791365399,1790.3416726954404,2.0,1788.3416726954404,RECOMMEND,The failure indicates insufficient available funds at the time of payment. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 73.01%.,PENDING
DEC_000074,74,FAIL_002235,CUST_0832,SUB_0832,2452.06,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.730137791365399,1790.3416726954404,2.0,1788.3416726954404,RECOMMEND,The failure indicates insufficient available funds at the time of payment. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 73.01%.,PENDING
DEC_000075,75,FAIL_002088,CUST_0778,SUB_0778,1859.33,NETWORK_ERROR,normal,WAIT_AND_RETRY,0.918848740627056,1708.4430289101042,2.0,1706.4430289101042,RECOMMEND,The failure is consistent with a transient payment/network issue. A delayed retry is preferred to avoid an immediate repeat attempt. The estimated recovery probability is 91.88%.,PENDING
